Recorder,Today's Date,Date ,Time,Phenostage ,Observer,Notes,Native_Type,Stem_Type,Flower_Type,Species
Volunteers,4/6/20,2/9/20,10:12,3,taylorc,,non-native,herbacious,single,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,10:31,2,nafikhan,,non-native,herbacious,single,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,10:32,2,nafikhan,,non-native,herbacious,single,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,10:35,3,nafikhan,,non-native,herbacious,single,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,10:36,2,nafikhan,,non-native,herbacious,single,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,10:37,3,nafikhan,,non-native,herbacious,single,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,10:10,3,charliethrift,,non-native,herbacious,single,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,10:11,2,charliethrift,,non-native,herbacious,single,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,11:05,3,behmrachel,,non-native,herbacious,single,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,10:26,3,avanwinden,,non-native,herbacious,single,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,10:30,3,avanwinden,,non-native,herbacious,single,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,10:28,3,charliethrift,,non-native,herbacious,single,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,10:31,3,avanwinden,,non-native,herbacious,single,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,10:31,3,avanwinden,,non-native,herbacious,single,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,10:29,3,charliethrift,,non-native,herbacious,single,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,10:32,3,avanwinden,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,10:33,3,avanwinden,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,10:34,3,avanwinden,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,10:35,3,avanwinden,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,10:36,3,avanwinden,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,10:37,2,avanwinden,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,11:02,4,kseltmann,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/6/20,2/10/20,13:42,3,avanwinden,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/6/20,2/10/20,13:42,3,avanwinden,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/6/20,2/10/20,13:43,4,avanwinden,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/6/20,2/11/20,9:07,3,jaggerjoyner,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/6/20,2/11/20,9:08,2,jaggerjoyner,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/6/20,2/11/20,9:10,3,jaggerjoyner,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/15/20,2/12/20,13:44,3,avanwinden,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/15/20,2/12/20,13:45,3,avanwinden,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/15/20,2/12/20,13:45,3,avanwinden,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/15/20,2/13/20,15:14,3,avanwinden,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/15/20,2/13/20,15:15,3,avanwinden,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/15/20,2/13/20,15:15,3,avanwinden,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/15/20,2/14/20,12:37,4,jaggerjoyner,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/15/20,2/14/20,12:38,4,jaggerjoyner,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/15/20,2/14/20,12:47,4,jaggerjoyner,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/15/20,2/14/20,12:47,3,jaggerjoyner,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/15/20,2/14/20,12:48,4,jaggerjoyner,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/15/20,2/18/20,9:06,4,jaggerjoyner,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/15/20,2/18/20,9:07,4,jaggerjoyner,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/15/20,2/18/20,9:10,3,jaggerjoyner,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/15/20,2/18/20,13:44,4,avanwinden,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/15/20,2/18/20,13:45,4,avanwinden,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/15/20,2/18/20,13:45,4,avanwinden,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,2/19/20,10:00,4,jaggerjoyner,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,2/19/20,12:31,4,jaggerjoyner,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,2/19/20,13:10,3,avanwinden,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,2/19/20,13:10,3,avanwinden,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,2/19/20,13:11,3,avanwinden,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,2/20/20,12:42,3,jaggerjoyner,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,2/26/20,13:12,4,avanwinden,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,2/26/20,13:13,3,avanwinden,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,2/27/20,13:49,4,avanwinden,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,2/27/20,13:50,4,avanwinden,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,2/27/20,13:51,4,avanwinden,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,2/27/20,13:51,4,avanwinden,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,2/27/20,13:52,3,avanwinden,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,2/27/20,15:44,4,avanwinden,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,2/27/20,15:45,3,avanwinden,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/4/20,12:27,4,avanwinden,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/4/20,12:28,4,avanwinden,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/4/20,12:28,4,avanwinden,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/7/20,10:22,3,behmrachel,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/7/20,10:31,4,charliethrift,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/7/20,10:34,4,charliethrift,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/7/20,10:35,5,charliethrift,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/7/20,10:22,4,charliethrift,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/7/20,10:53,5,charliethrift,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/7/20,10:31,5,avanwinden,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/7/20,10:34,4,avanwinden,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/7/20,10:34,5,avanwinden,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/7/20,10:35,4,avanwinden,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/7/20,10:36,4,avanwinden,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/7/20,10:53,4,avanwinden,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/7/20,10:54,5,avanwinden,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/7/20,10:31,4,taylorc,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/7/20,10:32,4,taylorc,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/7/20,10:34,4,taylorc,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/7/20,10:34,4,taylorc,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/7/20,10:35,5,taylorc,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/7/20,10:51,7,taylorc,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/7/20,10:53,5,taylorc,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/11/20,18:22,6,charliethrift,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/11/20,18:22,5,charliethrift,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/11/20,18:23,6,charliethrift,,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/12/20,13:10,5,conormchmahon,,non-native,herbacious,head,Trailing African Daisy 
