Recorder,Today's Date,Date ,Time,Phenostage ,Observer,notes,Native_Type,Stem_Type,Flower_Type,Species
"JJ,ML,TC,CT, Av",6-Dec-19,5/10/19,10:24,4,avanwinden,,native,herbacious,single,California Poppy
"JJ,ML,TC,CT, Av",6-Dec-19,5/10/19,10:26,4,avanwinden,,native,herbacious,single,California Poppy
"JJ,ML,TC,CT, Av",6-Dec-19,5/10/19,15:25,5,michellelee,,native,herbacious,single,California Poppy
"JJ,ML,TC,CT, Av",6-Dec-19,5/10/19,15:25,5,jaggerjoyner,,native,herbacious,single,California Poppy
"JJ,ML,TC,CT, Av",6-Dec-19,5/15/19,10:36,5,taylorc,,native,herbacious,single,California Poppy
"JJ,ML,TC,CT, Av",6-Dec-19,5/15/19,15:01,5,taylorc,,native,herbacious,single,California Poppy
"JJ,ML,TC,CT, Av",6-Dec-19,5/16/19,16:44,6,jaggerjoyner,,native,herbacious,single,California Poppy
"JJ,ML,TC,CT, Av",6-Dec-19,5/16/19,16:45,6,jaggerjoyner,,native,herbacious,single,California Poppy
"JJ,ML,TC,CT, Av",6-Dec-19,5/24/19,14:06,4,michellelee,,native,herbacious,single,California Poppy
"JJ,ML,TC,CT, Av",6-Dec-19,5/31/19,16:26,4,taylorc,,native,herbacious,single,California Poppy
"JJ,ML,TC,CT, Av",6-Dec-19,6/7/19,16:18,4,michellelee,,native,herbacious,single,California Poppy
"JJ,ML,TC,CT, Av",6-Dec-19,7/2/19,14:31,4,taylorc,,native,herbacious,single,California Poppy
"JJ,ML,TC,CT, Av",6-Dec-19,7/19/19,13:03:00 AM,5,garbanzobeanboy,,native,herbacious,single,California Poppy
"JJ,ML,TC,CT, Av",6-Dec-19,7/19/19,13:03,5,shiochiba,,native,herbacious,single,California Poppy
"JJ,ML,TC,CT, Av",6-Dec-19,7/19/19,13:28,5,andrewk101,,native,herbacious,single,California Poppy
"JJ,ML,TC,CT, Av",6-Dec-19,7/19/19,13:29,5,garbanzobeanboy,,native,herbacious,single,California Poppy
"JJ,ML,TC,CT, Av",6-Dec-19,7/11/19,16:37,6,taylorc,,native,herbacious,single,California Poppy
"JJ,ML,TC,CT, Av",6-Dec-19,7/18/19,15:08,6,taylorc,,native,herbacious,single,California Poppy
"JJ,ML,TC,CT, Av",6-Dec-19,10/12/19,11:55,4,taylorc,,native,herbacious,single,California Poppy
"JJ,ML,TC,CT, Av",6-Dec-19,10/12/19,12:07,5,taylorc,,native,herbacious,single,California Poppy
"JJ,ML,TC,CT, Av",6-Dec-19,10/19/19,10:26,1,laurenharris1,,native,herbacious,single,California Poppy
"JJ,ML,TC,CT, Av",6-Dec-19,10/19/19,10:52,4,orange_sunshine,,native,herbacious,single,California Poppy
"JJ,ML,TC,CT, Av",6-Dec-19,10/19/19,11:10,5,katekathrynkat,,native,herbacious,single,California Poppy
"JJ,ML,TC,CT, Av",6-Dec-19,10/19/19,11:06,5,michellelee,,native,herbacious,single,California Poppy
"JJ,ML,TC,CT, Av",6-Dec-19,10/19/19,11:11,4,joseyj,,native,herbacious,single,California Poppy
"JJ,ML,TC,CT, Av",6-Dec-19,11/16/19,10:54,5,taylorc,,native,herbacious,single,California Poppy
"JJ,ML,TC,CT, Av",6-Dec-19,11/16/19,10:58,5,taylorc,,native,herbacious,single,California Poppy
"JJ,ML,TC,CT, Av",6-Dec-19,11/24/19,11:13,1,michellelee,,native,herbacious,single,California Poppy
"JJ,ML,TC,CT, Av",6-Dec-19,11/24/19,11:14,5,michellelee,,native,herbacious,single,California Poppy
"JJ,ML,TC,CT, Av",6-Dec-19,11/24/19,11:15,7,michellelee,,native,herbacious,single,California Poppy
"JJ,ML,TC,CT, Av",6-Dec-19,11/24/19,11:32,5,avanwinden,,native,herbacious,single,California Poppy
"JJ,ML,TC,CT, Av",6-Dec-19,11/24/19,11:27,4,avanwinden,,native,herbacious,single,California Poppy
"JJ,ML,TC,CT, Av",6-Dec-19,11/24/19,11:28,4,avanwinden,,native,herbacious,single,California Poppy
"JJ,ML,TC,CT, Av",6-Dec-19,11/24/19,11:30,6,avanwinden,,native,herbacious,single,California Poppy
"JJ,ML,TC,CT, Av",6-Dec-19,11/24/19,11:31,6,avanwinden,,native,herbacious,single,California Poppy
"JJ,ML,TC,CT, Av",6-Dec-19,11/24/19,11:29,6,charliethrift,,native,herbacious,single,California Poppy
Volunteers,2/25/20,1/23/20,8:34,7,avanwinden,,native,herbacious,single,California Poppy
Volunteers,2/25/20,1/29/20,10:04,5,jaggerjoyner,,native,herbacious,single,California Poppy
Volunteers,2/25/20,1/29/20,10:05,3,jaggerjoyner,,native,herbacious,single,California Poppy
Volunteers,2/25/20,1/31/20,12:13,4,avanwinden,,native,herbacious,single,California Poppy
Volunteers,2/25/20,1/31/20,12:14,1,avanwinden,,native,herbacious,single,California Poppy
Volunteers,2/25/20,1/31/20,12:14,1,avanwinden,,native,herbacious,single,California Poppy
Volunteers,2/25/20,1/31/20,13:37,1,avanwinden,,native,herbacious,single,California Poppy
Volunteers,2/25/20,1/31/20,13:38,7,avanwinden,,native,herbacious,single,California Poppy
Volunteers,2/25/20,2/4/20,13:40,1,avanwinden,,native,herbacious,single,California Poppy
Volunteers,2/25/20,2/4/20,13:41,3,avanwinden,,native,herbacious,single,California Poppy
Volunteers,2/25/20,2/4/20,13:41,4,avanwinden,,native,herbacious,single,California Poppy
Volunteers,2/25/20,2/4/20,13:42,1,avanwinden,,native,herbacious,single,California Poppy
Volunteers,2/6/20,2/7/20,12:11,3,avanwinden,,native,herbacious,single,California Poppy
Volunteers,2/6/20,2/7/20,2:11,2,avanwinden,,native,herbacious,single,California Poppy
Volunteers,2/6/20,2/7/20,12:12,4,avanwinden,,native,herbacious,single,California Poppy
Volunteers,2/6/20,2/7/20,12:12,1,avanwinden,,native,herbacious,single,California Poppy
Volunteers,2/6/20,2/7/20,12:13,1,avanwinden,,native,herbacious,single,California Poppy
Volunteers,2/6/20,1/21/20,10:52,4,taylorc,,native,herbacious,single,California Poppy
Volunteers,2/6/20,2/9/20,10:18,4,taylorc,,native,herbacious,single,California Poppy
Volunteers,2/6/20,2/9/20,10:18,2,taylorc,,native,herbacious,single,California Poppy
Volunteers,2/6/20,2/9/20,10:19,1,taylorc,,native,herbacious,single,California Poppy
Volunteers,2/6/20,2/9/20,10:19,5,taylorc,,native,herbacious,single,California Poppy
Volunteers,2/6/20,2/9/20,10:20,1,taylorc,,native,herbacious,single,California Poppy
Volunteers,2/6/20,2/9/20,10:21,1,taylorc,,native,herbacious,single,California Poppy
Volunteers,2/6/20,2/9/20,10:54,4,car0line0,,native,herbacious,single,California Poppy
Volunteers,2/6/20,2/9/20,10:57,3,car0line0,,native,herbacious,single,California Poppy
Volunteers,2/6/20,2/9/20,10:58,3,car0line0,,native,herbacious,single,California Poppy
Volunteers,2/6/20,2/9/20,10:56,4,michellelee,,native,herbacious,single,California Poppy
Volunteers,2/6/20,2/9/20,10:38,4,kseltman,,native,herbacious,single,California Poppy
Volunteers,4/15/20,2/14/20,14:23,4,jaggerjoyner,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,2/21/20,11:03,4,avanwinden,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,2/21/20,11:03,3,avanwinden,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,2/21/20,11:04,4,avanwinden,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,2/26/20,10:16,4,jaggerjoyner,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,2/27/20,15:41,4,avanwinden,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,2/27/20,15:41,4,avanwinden,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,2/27/20,15:41,3,avanwinden,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,2/27/20,15:42,4,avanwinden,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/3/20,9:06,5,jaggerjoyner,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/3/20,9:07,4,jaggerjoyner,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/3/20,15:25,5,avanwinden,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/3/20,15:25,4,avanwinden,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/6/20,12:12,5,jaggerjoyner,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/6/20,12:14,4,jaggerjoyner,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/6/20,12:14,3,jaggerjoyner,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/6/20,12:15,1,jaggerjoyner,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/6/20,12:15,1,jaggerjoyner,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/6/20,12:16,2,jaggerjoyner,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/6/20,12:17,1,jaggerjoyner,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/6/20,12:17,5,jaggerjoyner,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/6/20,12:18,4,jaggerjoyner,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/7/20,10:37,5,behmarchel,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/7/20,10:39,3,behmarchel,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/7/20,10:27,5,avanwinden,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/7/20,12:28,5,avanwinden,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/7/20,10:44,4,michellelee,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/7/20,10:27,4,taylorc,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/7/20,10:45,4,behmarchel,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/11/20,18:16,3,jaggerjoyner,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/11/20,18:18,4,jaggerjoyner,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/11/20,18:19,4,jaggerjoyner,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/11/20,18:31,4,charliethrift,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/17/20,17:36,4,jaggerjoyner,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/17/20,17:37,3,jaggerjoyner,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/17/20,17:39,5,jaggerjoyner,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/17/20,17:40,4,jaggerjoyner,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/17/20,17:41,5,jaggerjoyner,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/17/20,17:42,5,jaggerjoyner,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/17/20,17:43,4,jaggerjoyner,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/17/20,17:44,5,jaggerjoyner,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/17/20,17:44,3,jaggerjoyner,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/17/20,17:50,4,jaggerjoyner,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/17/20,17:51,5,jaggerjoyner,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/17/20,17:52,5,jaggerjoyner,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/17/20,17:54,6,jaggerjoyner,,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/17/20,17:56,5,jaggerjoyner,,native,herbacious,single,California Poppy
