Recorder,Today's Date,Date ,Time,Phenostage ,Observer,Notes,Native_Type,Stem_Type,Flower_Type,Species
Volunteers,2/12/20,2/1/20,16:05,3,jaggerjoyner,,native,wood,inflorescence,Lemonade Berry
Volunteers,2/12/20,2/1/20,16:07,3,jaggerjoyner,,native,wood,inflorescence,Lemonade Berry
Volunteers,2/12/20,2/1/20,16:19,2,jaggerjoyner,,native,wood,inflorescence,Lemonade Berry
Volunteers,2/12/20,2/3/20,13:32,3,avanwinden,,native,wood,inflorescence,Lemonade Berry
Volunteers,2/12/20,2/3/20,13:32,3,avanwinden,,native,wood,inflorescence,Lemonade Berry
Volunteers,2/12/20,2/3/20,13:34,2,avanwinden,,native,wood,inflorescence,Lemonade Berry
Volunteers,4/6/20,2/9/20,10:14,3,car0line0,,native,wood,inflorescence,Lemonade Berry
Volunteers,4/6/20,2/9/20,10:15,2,car0line0,,native,wood,inflorescence,Lemonade Berry
Volunteers,4/6/20,2/9/20,10:13,3,michellelee,,native,wood,inflorescence,Lemonade Berry
Volunteers,4/6/20,2/9/20,10:15,3,michellelee,,native,wood,inflorescence,Lemonade Berry
Volunteers,4/6/20,2/9/20,10:19,3,jaggerjoyner,,native,wood,inflorescence,Lemonade Berry
Volunteers,4/6/20,2/9/20,10:22,3,car0line0,,native,wood,inflorescence,Lemonade Berry
Volunteers,4/6/20,2/9/20,10:35,3,car0line0,,native,wood,inflorescence,Lemonade Berry
Volunteers,4/6/20,2/9/20,10:23,1,michellelee,,native,wood,inflorescence,Lemonade Berry
Volunteers,4/6/20,2/9/20,10:34,4,michellelee,,native,wood,inflorescence,Lemonade Berry
Volunteers,4/6/20,2/9/20,10:48,4,car0line0,,native,wood,inflorescence,Lemonade Berry
Volunteers,4/6/20,2/9/20,10:49,3,car0line0,,native,wood,inflorescence,Lemonade Berry
Volunteers,4/6/20,2/9/20,10:40,2,michellelee,,native,wood,inflorescence,Lemonade Berry
Volunteers,4/6/20,2/9/20,10:19,3,kseltmann,,native,wood,inflorescence,Lemonade Berry
Volunteers,4/6/20,2/9/20,10:21,3,kseltmann,,native,wood,inflorescence,Lemonade Berry
Volunteers,4/6/20,2/9/20,10:35,2,kseltmann,,native,wood,inflorescence,Lemonade Berry
Volunteers,4/6/20,2/9/20,10:50,2,avanwinden,,native,wood,inflorescence,Lemonade Berry
Volunteers,4/6/20,2/9/20,10:37,4,kseltmann,,native,wood,inflorescence,Lemonade Berry
Volunteers,4/28/20,2/19/20,13:07,3,avanwinden,,native,wood,inflorescence,Lemonade Berry
Volunteers,4/28/20,2/20/20,11:56,3,jaggerjoyner,,native,wood,inflorescence,Lemonade Berry
Volunteers,4/28/20,2/26/20,10:12,3,jaggerjoyner,,native,wood,inflorescence,Lemonade Berry
Volunteers,4/28/20,2/26/20,10:12,4,jaggerjoyner,,native,wood,inflorescence,Lemonade Berry
Volunteers,4/28/20,2/26/20,10:24,3,jaggerjoyner,,native,wood,inflorescence,Lemonade Berry
Volunteers,4/28/20,2/26/20,13:10,3,avanwinden,,native,wood,inflorescence,Lemonade Berry
Volunteers,4/28/20,3/6/20,12:24,2,jaggerjoyner,,native,wood,inflorescence,Lemonade Berry
Volunteers,4/28/20,3/7/20,10:20,3,conormcmahon,,native,wood,inflorescence,Lemonade Berry
Volunteers,4/28/20,3/7/20,10:20,7,conormcmahon,,native,wood,inflorescence,Lemonade Berry
Volunteers,4/28/20,3/7/20,10:22,1,conormcmahon,,native,wood,inflorescence,Lemonade Berry
Volunteers,4/28/20,3/7/20,10:34,7,conormcmahon,,native,wood,inflorescence,Lemonade Berry
Volunteers,4/28/20,3/7/20,10:46,4,conormcmahon,,native,wood,inflorescence,Lemonade Berry
Volunteers,4/28/20,3/7/20,10:48,7,conormcmahon,,native,wood,inflorescence,Lemonade Berry
Volunteers,4/28/20,3/17/20,17:02,1,jaggerjoyner,,native,wood,inflorescence,Lemonade Berry
Volunteers,4/28/20,3/17/20,17:06,2,jaggerjoyner,,native,wood,inflorescence,Lemonade Berry
Volunteers,4/28/20,3/17/20,17:06,1,jaggerjoyner,,native,wood,inflorescence,Lemonade Berry
Volunteers,4/28/20,3/17/20,17:13,2,jaggerjoyner,,native,wood,inflorescence,Lemonade Berry
Volunteers,4/28/20,3/17/20,17:15,7,jaggerjoyner,,native,wood,inflorescence,Lemonade Berry
Volunteers,4/28/20,3/17/20,17:15,7,jaggerjoyner,,native,wood,inflorescence,Lemonade Berry
Volunteers,4/28/20,3/17/20,18:10,2,jaggerjoyner,,native,wood,inflorescence,Lemonade Berry
